,symbol,metric,value
2129,CME,Open,211.19 
2130,CME,Bid,212.51 x 100
2131,CME,Ask,212.93 x 100
2132,CME,Day's Range,210.15 - 212.75 
2133,CME,52 Week Range,175.73 - 223.80 
2134,CME,Volume,"342,494 "
2135,CME,Avg. Volume,"1,652,861 "
2136,CME,Market Cap (intraday),76.582B 
2137,CME,Beta (5Y Monthly),0.49
2138,CME,PE Ratio (TTM),24.22 
2139,CME,EPS (TTM),8.78 
2140,CME,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
2141,CME,Forward Dividend & Yield,8.65 (4.09%)
2142,CME,Ex-Dividend Date,"Jun 7, 2024"
2143,CME,1y Target Est,227.54 
2144,CMS,Previous Close,61.84 
2145,CMS,Open,61.48 
2146,CMS,Bid,61.35 x 800
2147,CMS,Ask,61.39 x 800
2148,CMS,Day's Range,60.77 - 61.72 
2149,CMS,52 Week Range,49.87 - 63.76 
2150,CMS,Volume,"288,693 "
2151,CMS,Avg. Volume,"2,548,603 "
2152,CMS,Market Cap (intraday),18.327B 
2153,CMS,Beta (5Y Monthly),0.37
2154,CMS,PE Ratio (TTM),18.71 
2155,CMS,EPS (TTM),3.28 
2156,CMS,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2157,CMS,Forward Dividend & Yield,2.06 (3.33%)
2158,CMS,Ex-Dividend Date,"May 14, 2024"
2159,CMS,1y Target Est,64.26 
2160,KO,Previous Close,63.32 
2161,KO,Open,63.34 
2162,KO,Bid,--
2163,KO,Ask,--
2164,KO,Day's Range,62.94 - 63.37 
2165,KO,52 Week Range,51.55 - 63.76 
2166,KO,Volume,"11,539,022 "
2167,KO,Avg. Volume,"13,140,393 "
2168,KO,Market Cap (intraday),271.531B 
2169,KO,Beta (5Y Monthly),0.57
2170,KO,PE Ratio (TTM),25.31 
2171,KO,EPS (TTM),2.49 
2172,KO,Earnings Date,"Jul 24, 2024 - Jul 29, 2024"
2173,KO,Forward Dividend & Yield,1.94 (3.08%)
2174,KO,Ex-Dividend Date,"Jun 14, 2024"
2175,KO,1y Target Est,67.43 
2176,CTSH,Previous Close,68.79 
2177,CTSH,Open,68.92 
2178,CTSH,Bid,69.02 x 400
2179,CTSH,Ask,69.07 x 400
2180,CTSH,Day's Range,68.77 - 69.31 
2181,CTSH,52 Week Range,61.12 - 80.09 
2182,CTSH,Volume,"2,960,842 "
2183,CTSH,Avg. Volume,"4,514,869 "
2184,CTSH,Market Cap (intraday),34.332B 
2185,CTSH,Beta (5Y Monthly),1.08
2186,CTSH,PE Ratio (TTM),16.52 
2187,CTSH,EPS (TTM),4.18 
2188,CTSH,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2189,CTSH,Forward Dividend & Yield,1.20 (1.74%)
2190,CTSH,Ex-Dividend Date,"May 17, 2024"
2191,CTSH,1y Target Est,76.64 
2192,CL,Previous Close,94.76 
2193,CL,Open,94.52 
2194,CL,Bid,94.69 x 900
2195,CL,Ask,94.70 x 900
2196,CL,Day's Range,94.17 - 95.00 
2197,CL,52 Week Range,67.62 - 95.59 
2198,CL,Volume,"488,002 "
2199,CL,Avg. Volume,"4,166,037 "
2200,CL,Market Cap (intraday),77.655B 
2201,CL,Beta (5Y Monthly),0.39
2202,CL,PE Ratio (TTM),30.05 
2203,CL,EPS (TTM),3.15 
2204,CL,Earnings Date,"Jul 26, 2024"
2205,CL,Forward Dividend & Yield,2.00 (2.11%)
2206,CL,Ex-Dividend Date,"Apr 19, 2024"
2207,CL,1y Target Est,97.28 
2208,CMCSA,Previous Close,38.89 
2209,CMCSA,Open,38.84 
2210,CMCSA,Bid,38.84 x 1200
2211,CMCSA,Ask,38.93 x 1200
2212,CMCSA,Day's Range,38.55 - 39.14 
2213,CMCSA,52 Week Range,36.43 - 47.46 
2214,CMCSA,Volume,"4,956,233 "
2215,CMCSA,Avg. Volume,"21,005,830 "
2216,CMCSA,Market Cap (intraday),152.57B 
2217,CMCSA,Beta (5Y Monthly),0.99
2218,CMCSA,PE Ratio (TTM),10.31 
2219,CMCSA,EPS (TTM),3.77 
2220,CMCSA,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2221,CMCSA,Forward Dividend & Yield,1.24 (3.19%)
2222,CMCSA,Ex-Dividend Date,"Jul 3, 2024"
2223,CMCSA,1y Target Est,48.04 
2224,CMA,Previous Close,53.45 
2225,CMA,Open,53.23 
2226,CMA,Bid,53.23 x 1200
2227,CMA,Ask,53.58 x 1100
2228,CMA,Day's Range,53.23 - 53.75 
2229,CMA,52 Week Range,34.88 - 57.39 
2230,CMA,Volume,"1,053,255 "
2231,CMA,Avg. Volume,"1,922,843 "
2232,CMA,Market Cap (intraday),7.107B 
2233,CMA,Beta (5Y Monthly),1.29
2234,CMA,PE Ratio (TTM),10.63 
2235,CMA,EPS (TTM),5.04 
2236,CMA,Earnings Date,"Apr 18, 2024"
2237,CMA,Forward Dividend & Yield,2.84 (5.31%)
2238,CMA,Ex-Dividend Date,"Jun 14, 2024"
2239,CMA,1y Target Est,59.18 
2240,CAG,Previous Close,30.99 
2241,CAG,Open,31.05 
2242,CAG,Bid,30.73 x 1800
2243,CAG,Ask,30.94 x 2900
2244,CAG,Day's Range,30.67 - 31.05 
2245,CAG,52 Week Range,25.16 - 35.90 
2246,CAG,Volume,"5,479,698 "
2247,CAG,Avg. Volume,"4,638,725 "
2248,CAG,Market Cap (intraday),14.691B 
2249,CAG,Beta (5Y Monthly),0.37
2250,CAG,PE Ratio (TTM),15.44 
2251,CAG,EPS (TTM),1.99 
2252,CAG,Earnings Date,"Jul 11, 2024 - Jul 15, 2024"
2253,CAG,Forward Dividend & Yield,1.40 (4.56%)
2254,CAG,Ex-Dividend Date,"Apr 29, 2024"
2255,CAG,1y Target Est,31.63 
2256,COP,Previous Close,118.19 
2257,COP,Open,118.83 
2258,COP,Bid,118.18 x 1300
2259,COP,Ask,118.20 x 1000
2260,COP,Day's Range,118.04 - 119.43 
2261,COP,52 Week Range,98.38 - 135.18 
2262,COP,Volume,"766,953 "
2263,COP,Avg. Volume,"5,075,729 "
2264,COP,Market Cap (intraday),138.414B 
2265,COP,Beta (5Y Monthly),1.26
2266,COP,PE Ratio (TTM),13.40 
2267,COP,EPS (TTM),8.83 
2268,COP,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2269,COP,Forward Dividend & Yield,3.25 (2.75%)
2270,COP,Ex-Dividend Date,"May 10, 2024"
2271,COP,1y Target Est,143.64 
2272,ED,Previous Close,96.13 
2273,ED,Open,95.36 
2274,ED,Bid,95.22 x 800
2275,ED,Ask,95.32 x 800
2276,ED,Day's Range,94.37 - 95.76 
2277,ED,52 Week Range,80.46 - 98.85 
2278,ED,Volume,"338,883 "
2279,ED,Avg. Volume,"1,909,753 "
2280,ED,Market Cap (intraday),32.906B 
2281,ED,Beta (5Y Monthly),0.34
2282,ED,PE Ratio (TTM),18.16 
2283,ED,EPS (TTM),5.24 
2284,ED,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2285,ED,Forward Dividend & Yield,3.32 (3.45%)
2286,ED,Ex-Dividend Date,"May 14, 2024"
2287,ED,1y Target Est,90.82 
2288,STZ,Previous Close,250.98 
2289,STZ,Open,250.32 
2290,STZ,Bid,--
2291,STZ,Ask,--
2292,STZ,Day's Range,248.40 - 250.77 
2293,STZ,52 Week Range,227.50 - 274.87 
2294,STZ,Volume,"799,297 "
2295,STZ,Avg. Volume,"1,195,282 "
2296,STZ,Market Cap (intraday),45.55B 
2297,STZ,Beta (5Y Monthly),0.94
2298,STZ,PE Ratio (TTM),26.51 
2299,STZ,EPS (TTM),9.39 
2300,STZ,Earnings Date,"Jun 28, 2024 - Jul 2, 2024"
2301,STZ,Forward Dividend & Yield,4.04 (1.62%)
2302,STZ,Ex-Dividend Date,"May 2, 2024"
2303,STZ,1y Target Est,301.60 
2304,CEG,Previous Close,215.07 
2305,CEG,Open,215.93 
2306,CEG,Bid,220.09 x 500
2307,CEG,Ask,220.73 x 300
2308,CEG,Day's Range,215.50 - 221.38 
2309,CEG,52 Week Range,81.90 - 224.80 
2310,CEG,Volume,"966,013 "
2311,CEG,Avg. Volume,"2,844,896 "
2312,CEG,Market Cap (intraday),69.49B 
2313,CEG,Beta (5Y Monthly),0.75
2314,CEG,PE Ratio (TTM),29.35 
2315,CEG,EPS (TTM),7.51 
2316,CEG,Earnings Date,"Aug 3, 2024 - Aug 8, 2024"
2317,CEG,Forward Dividend & Yield,1.41 (0.66%)
2318,CEG,Ex-Dividend Date,"May 28, 2024"
2319,CEG,1y Target Est,219.37 
2320,COO,Previous Close,96.60 
2321,COO,Open,96.35 
2322,COO,Bid,95.30 x 400
2323,COO,Ask,95.80 x 100
2324,COO,Day's Range,95.43 - 96.55 
2325,COO,52 Week Range,75.93 - 104.07 
2326,COO,Volume,"48,467 "
2327,COO,Avg. Volume,"1,092,509 "
2328,COO,Market Cap (intraday),18.984B 
2329,COO,Beta (5Y Monthly),0.97
2330,COO,PE Ratio (TTM),65.42 
2331,COO,EPS (TTM),1.46 
2332,COO,Earnings Date,"May 30, 2024"
2333,COO,Forward Dividend & Yield,0.02 (0.02%)
2334,COO,Ex-Dividend Date,"Jul 26, 2023"
2335,COO,1y Target Est,108.36 
2336,CPRT,Previous Close,53.95 
2337,CPRT,Open,54.16 
2338,CPRT,Bid,53.72 x 600
2339,CPRT,Ask,53.79 x 600
2340,CPRT,Day's Range,53.43 - 54.27 
2341,CPRT,52 Week Range,42.41 - 58.58 
2342,CPRT,Volume,"700,738 "
2343,CPRT,Avg. Volume,"4,598,401 "
2344,CPRT,Market Cap (intraday),51.688B 
2345,CPRT,Beta (5Y Monthly),1.22
2346,CPRT,PE Ratio (TTM),37.59 
2347,CPRT,EPS (TTM),1.43 
2348,CPRT,Earnings Date,"May 16, 2024"
2349,CPRT,Forward Dividend & Yield,--
2350,CPRT,Ex-Dividend Date,--
2351,CPRT,1y Target Est,59.50 
2352,GLW,Previous Close,36.48 
2353,GLW,Open,36.47 
2354,GLW,Bid,36.56 x 1000
2355,GLW,Ask,36.57 x 1100
2356,GLW,Day's Range,36.33 - 36.74 
2357,GLW,52 Week Range,25.26 - 36.80 
2358,GLW,Volume,"2,209,387 "
2359,GLW,Avg. Volume,"4,780,040 "
2360,GLW,Market Cap (intraday),31.348B 
2361,GLW,Beta (5Y Monthly),1.07
2362,GLW,PE Ratio (TTM),50.83 
2363,GLW,EPS (TTM),0.72 
2364,GLW,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
2365,GLW,Forward Dividend & Yield,1.12 (3.07%)
2366,GLW,Ex-Dividend Date,"May 31, 2024"
2367,GLW,1y Target Est,35.64 
2368,CPAY,Previous Close,283.22 
2369,CPAY,Open,285.33 
2370,CPAY,Bid,283.57 x 1300
2371,CPAY,Ask,287.64 x 800
2372,CPAY,Day's Range,282.85 - 287.85 
2373,CPAY,52 Week Range,220.39 - 319.94 
2374,CPAY,Volume,"855,804 "
2375,CPAY,Avg. Volume,"460,741 "
2376,CPAY,Market Cap (intraday),19.917B 
2377,CPAY,Beta (5Y Monthly),1.22
2378,CPAY,PE Ratio (TTM),-- 
2379,CPAY,EPS (TTM),-- 
2380,CPAY,Earnings Date,"Aug 6, 2024 - Aug 12, 2024"
2381,CPAY,Forward Dividend & Yield,--
2382,CPAY,Ex-Dividend Date,--
2383,CPAY,1y Target Est,329.57 
2384,CTVA,Previous Close,56.98 
2385,CTVA,Open,56.94 
2386,CTVA,Bid,56.14 x 800
2387,CTVA,Ask,56.15 x 1100
2388,CTVA,Day's Range,55.94 - 56.95 
2389,CTVA,52 Week Range,43.22 - 58.81 
2390,CTVA,Volume,"227,871 "
2391,CTVA,Avg. Volume,"3,355,146 "
2392,CTVA,Market Cap (intraday),39.024B 
2393,CTVA,Beta (5Y Monthly),0.78
2394,CTVA,PE Ratio (TTM),56.56 
2395,CTVA,EPS (TTM),0.99 
2396,CTVA,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2397,CTVA,Forward Dividend & Yield,0.64 (1.12%)
2398,CTVA,Ex-Dividend Date,"Jun 4, 2024"
2399,CTVA,1y Target Est,63.71 
2400,CSGP,Previous Close,87.19 
2401,CSGP,Open,87.27 
2402,CSGP,Bid,86.38 x 400
2403,CSGP,Ask,92.84 x 200
2404,CSGP,Day's Range,85.79 - 87.27 
2405,CSGP,52 Week Range,67.35 - 100.38 
2406,CSGP,Volume,"411,963 "
2407,CSGP,Avg. Volume,"2,084,425 "
2408,CSGP,Market Cap (intraday),35.33B 
2409,CSGP,Beta (5Y Monthly),0.84
2410,CSGP,PE Ratio (TTM),120.12 
2411,CSGP,EPS (TTM),0.72 
2412,CSGP,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
2413,CSGP,Forward Dividend & Yield,--
2414,CSGP,Ex-Dividend Date,--
2415,CSGP,1y Target Est,104.17 
2416,COST,Previous Close,793.00 
2417,COST,Open,795.57 
2418,COST,Bid,800.49 x 100
2419,COST,Ask,801.07 x 100
2420,COST,Day's Range,792.00 - 801.44 
2421,COST,52 Week Range,476.75 - 804.56 
2422,COST,Volume,"1,190,934 "
2423,COST,Avg. Volume,"1,977,129 "
2424,COST,Market Cap (intraday),355.216B 
2425,COST,Beta (5Y Monthly),0.76
2426,COST,PE Ratio (TTM),52.35 
2427,COST,EPS (TTM),15.30 
2428,COST,Earnings Date,"May 30, 2024"
2429,COST,Forward Dividend & Yield,4.64 (0.58%)
2430,COST,Ex-Dividend Date,"Apr 25, 2024"
2431,COST,1y Target Est,786.20 
2432,CTRA,Previous Close,28.43 
2433,CTRA,Open,28.33 
2434,CTRA,Bid,--
2435,CTRA,Ask,--
2436,CTRA,Day's Range,27.82 - 28.38 
2437,CTRA,52 Week Range,22.91 - 29.89 
2438,CTRA,Volume,"4,054,525 "
2439,CTRA,Avg. Volume,"6,476,733 "
2440,CTRA,Market Cap (intraday),20.719B 
2441,CTRA,Beta (5Y Monthly),0.20
2442,CTRA,PE Ratio (TTM),16.19 
2443,CTRA,EPS (TTM),1.72 
2444,CTRA,Earnings Date,"Aug 5, 2024 - Aug 9, 2024"
2445,CTRA,Forward Dividend & Yield,0.84 (3.02%)
2446,CTRA,Ex-Dividend Date,"May 15, 2024"
2447,CTRA,1y Target Est,33.54 
2448,CCI,Previous Close,100.62 
2449,CCI,Open,100.47 
2450,CCI,Bid,--
2451,CCI,Ask,--
2452,CCI,Day's Range,99.92 - 100.93 
2453,CCI,52 Week Range,84.72 - 119.50 
2454,CCI,Volume,"1,780,794 "
2455,CCI,Avg. Volume,"2,883,643 "
2456,CCI,Market Cap (intraday),43.778B 
2457,CCI,Beta (5Y Monthly),0.77
2458,CCI,PE Ratio (TTM),31.48 
2459,CCI,EPS (TTM),3.20 
2460,CCI,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
2461,CCI,Forward Dividend & Yield,6.26 (6.21%)
2462,CCI,Ex-Dividend Date,"Mar 14, 2024"
2463,CCI,1y Target Est,110.87 
2464,CSX,Previous Close,33.07 
2465,CSX,Open,33.11 
2466,CSX,Bid,33.63 x 100
2467,CSX,Ask,33.64 x 200
2468,CSX,Day's Range,33.11 - 33.69 
2469,CSX,52 Week Range,29.03 - 40.12 
2470,CSX,Volume,"3,428,485 "
2471,CSX,Avg. Volume,"12,124,674 "
2472,CSX,Market Cap (intraday),65.754B 
2473,CSX,Beta (5Y Monthly),1.19
2474,CSX,PE Ratio (TTM),18.38 
2475,CSX,EPS (TTM),1.83 
2476,CSX,Earnings Date,"Jul 18, 2024 - Jul 22, 2024"
2477,CSX,Forward Dividend & Yield,0.48 (1.45%)
2478,CSX,Ex-Dividend Date,"May 31, 2024"
2479,CSX,1y Target Est,39.63 
2480,CMI,Previous Close,285.33 
2481,CMI,Open,286.11 
2482,CMI,Bid,282.51 x 800
2483,CMI,Ask,282.94 x 800
2484,CMI,Day's Range,281.85 - 286.53 
2485,CMI,52 Week Range,203.18 - 304.25 
2486,CMI,Volume,"124,931 "
2487,CMI,Avg. Volume,"3,054,025 "
2488,CMI,Market Cap (intraday),38.801B 
2489,CMI,Beta (5Y Monthly),1.04
2490,CMI,PE Ratio (TTM),20.81 
2491,CMI,EPS (TTM),13.63 
2492,CMI,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2493,CMI,Forward Dividend & Yield,6.72 (2.34%)
2494,CMI,Ex-Dividend Date,"May 23, 2024"
2495,CMI,1y Target Est,302.37 
2496,CVS,Previous Close,57.52 
2497,CVS,Open,57.65 
2498,CVS,Bid,--
2499,CVS,Ask,--
2500,CVS,Day's Range,57.08 - 57.69 
2501,CVS,52 Week Range,53.70 - 83.25 
2502,CVS,Volume,"9,607,690 "
2503,CVS,Avg. Volume,"11,201,962 "
2504,CVS,Market Cap (intraday),72.41B 
2505,CVS,Beta (5Y Monthly),0.55
2506,CVS,PE Ratio (TTM),10.12 
2507,CVS,EPS (TTM),5.70 
2508,CVS,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2509,CVS,Forward Dividend & Yield,2.66 (4.61%)
2510,CVS,Ex-Dividend Date,"Apr 19, 2024"
2511,CVS,1y Target Est,68.76 
2512,DHR,Previous Close,266.55 
2513,DHR,Open,267.39 
2514,DHR,Bid,267.15 x 900
2515,DHR,Ask,267.22 x 800
2516,DHR,Day's Range,266.56 - 268.98 
2517,DHR,52 Week Range,182.09 - 268.98 
2518,DHR,Volume,"2,527,790 "
2519,DHR,Avg. Volume,"2,596,383 "
2520,DHR,Market Cap (intraday),197.904B 
2521,DHR,Beta (5Y Monthly),0.85
2522,DHR,PE Ratio (TTM),49.12 
2523,DHR,EPS (TTM),5.44 
2524,DHR,Earnings Date,"Jul 23, 2024 - Jul 29, 2024"
2525,DHR,Forward Dividend & Yield,1.08 (0.41%)
2526,DHR,Ex-Dividend Date,"Jun 28, 2024"
2527,DHR,1y Target Est,271.39 
2528,DRI,Previous Close,148.71 
2529,DRI,Open,148.76 
2530,DRI,Bid,147.38 x 800
2531,DRI,Ask,147.52 x 800
2532,DRI,Day's Range,146.63 - 148.80 
2533,DRI,52 Week Range,133.36 - 176.84 
2534,DRI,Volume,"199,166 "
2535,DRI,Avg. Volume,"1,286,791 "
2536,DRI,Market Cap (intraday),17.638B 
2537,DRI,Beta (5Y Monthly),1.27
2538,DRI,PE Ratio (TTM),17.30 
2539,DRI,EPS (TTM),8.54 
2540,DRI,Earnings Date,"Jun 20, 2024 - Jun 24, 2024"
2541,DRI,Forward Dividend & Yield,5.24 (3.52%)
2542,DRI,Ex-Dividend Date,"Apr 9, 2024"
2543,DRI,1y Target Est,178.44 
2544,DVA,Previous Close,136.48 
2545,DVA,Open,137.15 
2546,DVA,Bid,139.90 x 1400
2547,DVA,Ask,139.80 x 900
2548,DVA,Day's Range,137.00 - 140.45 
2549,DVA,52 Week Range,71.51 - 145.04 
2550,DVA,Volume,"756,901 "
2551,DVA,Avg. Volume,"795,209 "
2552,DVA,Market Cap (intraday),12.263B 
2553,DVA,Beta (5Y Monthly),1.03
2554,DVA,PE Ratio (TTM),15.85 
2555,DVA,EPS (TTM),8.82 
2556,DVA,Earnings Date,"Aug 1, 2024 - Aug 5, 2024"
2557,DVA,Forward Dividend & Yield,--
2558,DVA,Ex-Dividend Date,--
2559,DVA,1y Target Est,145.07 
2560,DAY,Previous Close,62.30 
2561,DAY,Open,62.00 
2562,DAY,Bid,--
2563,DAY,Ask,--
2564,DAY,Day's Range,60.78 - 62.28 
2565,DAY,52 Week Range,54.25 - 75.53 
2566,DAY,Volume,"1,247,888 "
2567,DAY,Avg. Volume,"1,491,572 "
2568,DAY,Market Cap (intraday),9.64B 
2569,DAY,Beta (5Y Monthly),1.30
2570,DAY,PE Ratio (TTM),185.00 
2571,DAY,EPS (TTM),0.33 
2572,DAY,Earnings Date,"Jul 31, 2024 - Aug 5, 2024"
2573,DAY,Forward Dividend & Yield,--
2574,DAY,Ex-Dividend Date,--
2575,DAY,1y Target Est,72.67 
2576,DECK,Previous Close,899.74 
2577,DECK,Open,902.34 
2578,DECK,Bid,--
2579,DECK,Ask,--
2580,DECK,Day's Range,889.35 - 904.81 
2581,DECK,52 Week Range,424.36 - 956.17 
2582,DECK,Volume,"306,202 "
2583,DECK,Avg. Volume,"444,166 "
2584,DECK,Market Cap (intraday),22.92B 
2585,DECK,Beta (5Y Monthly),1.05
2586,DECK,PE Ratio (TTM),32.26 
2587,DECK,EPS (TTM),27.68 
2588,DECK,Earnings Date,"May 23, 2024"
2589,DECK,Forward Dividend & Yield,--
2590,DECK,Ex-Dividend Date,--
2591,DECK,1y Target Est,944.34 
2592,DE,Previous Close,386.01 
2593,DE,Open,387.13 
2594,DE,Bid,381.61 x 1100
2595,DE,Ask,381.83 x 800
2596,DE,Day's Range,379.03 - 387.53 
2597,DE,52 Week Range,345.55 - 450.00 
2598,DE,Volume,"737,558 "
2599,DE,Avg. Volume,"1,438,940 "
2600,DE,Market Cap (intraday),106.412B 
2601,DE,Beta (5Y Monthly),1.05
2602,DE,PE Ratio (TTM),11.51 
2603,DE,EPS (TTM),33.20 
2604,DE,Earnings Date,"Aug 16, 2024 - Aug 20, 2024"
2605,DE,Forward Dividend & Yield,5.88 (1.52%)
2606,DE,Ex-Dividend Date,"Mar 27, 2024"
2607,DE,1y Target Est,421.93 
2608,DAL,Previous Close,51.58 
2609,DAL,Open,51.65 
2610,DAL,Bid,50.73 x 1000
2611,DAL,Ask,50.75 x 800
2612,DAL,Day's Range,50.52 - 51.72 
2613,DAL,52 Week Range,30.60 - 53.86 
2614,DAL,Volume,"1,999,795 "
2615,DAL,Avg. Volume,"9,519,808 "
2616,DAL,Market Cap (intraday),32.711B 
2617,DAL,Beta (5Y Monthly),1.39
2618,DAL,PE Ratio (TTM),6.50 
2619,DAL,EPS (TTM),7.80 
2620,DAL,Earnings Date,"Jul 11, 2024 - Jul 15, 2024"
2621,DAL,Forward Dividend & Yield,0.40 (0.78%)
2622,DAL,Ex-Dividend Date,"May 13, 2024"
2623,DAL,1y Target Est,60.59 
2624,DVN,Previous Close,49.77 
2625,DVN,Open,49.31 
2626,DVN,Bid,48.56 x 1100
2627,DVN,Ask,48.59 x 800
2628,DVN,Day's Range,48.45 - 49.38 
2629,DVN,52 Week Range,40.47 - 55.09 
2630,DVN,Volume,"2,993,936 "
2631,DVN,Avg. Volume,"7,181,041 "
2632,DVN,Market Cap (intraday),30.68B 
2633,DVN,Beta (5Y Monthly),2.19
2634,DVN,PE Ratio (TTM),9.25 
2635,DVN,EPS (TTM),5.25 
2636,DVN,Earnings Date,"Jul 30, 2024 - Aug 5, 2024"
2637,DVN,Forward Dividend & Yield,2.05 (4.12%)
2638,DVN,Ex-Dividend Date,"Jun 14, 2024"
2639,DVN,1y Target Est,58.37 
2640,DXCM,Previous Close,130.84 
2641,DXCM,Open,130.73 
2642,DXCM,Bid,130.54 x 300
2643,DXCM,Ask,130.61 x 300
2644,DXCM,Day's Range,130.10 - 131.76 
2645,DXCM,52 Week Range,74.75 - 142.00 
2646,DXCM,Volume,"2,088,999 "
2647,DXCM,Avg. Volume,"2,826,074 "
2648,DXCM,Market Cap (intraday),51.91B 
2649,DXCM,Beta (5Y Monthly),1.22
2650,DXCM,PE Ratio (TTM),84.76 
2651,DXCM,EPS (TTM),1.54 
2652,DXCM,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2653,DXCM,Forward Dividend & Yield,--
2654,DXCM,Ex-Dividend Date,--
2655,DXCM,1y Target Est,153.37 
2656,FANG,Previous Close,196.56 
2657,FANG,Open,196.25 
2658,FANG,Bid,192.27 x 100
2659,FANG,Ask,192.40 x 100
2660,FANG,Day's Range,191.48 - 196.34 
2661,FANG,52 Week Range,123.41 - 211.96 
2662,FANG,Volume,"1,177,552 "
2663,FANG,Avg. Volume,"1,448,896 "
2664,FANG,Market Cap (intraday),34.303B 
2665,FANG,Beta (5Y Monthly),1.89
2666,FANG,PE Ratio (TTM),10.85 
2667,FANG,EPS (TTM),17.73 
2668,FANG,Earnings Date,"Jul 29, 2024 - Aug 2, 2024"
2669,FANG,Forward Dividend & Yield,9.26 (4.81%)
2670,FANG,Ex-Dividend Date,"May 14, 2024"
2671,FANG,1y Target Est,222.56 
2672,DLR,Previous Close,143.15 
2673,DLR,Open,144.00 
2674,DLR,Bid,144.20 x 1000
2675,DLR,Ask,144.32 x 900
2676,DLR,Day's Range,142.66 - 144.58 
2677,DLR,52 Week Range,88.88 - 154.18 
2678,DLR,Volume,"469,540 "
2679,DLR,Avg. Volume,"2,061,827 "
2680,DLR,Market Cap (intraday),47.869B 
2681,DLR,Beta (5Y Monthly),0.56
2682,DLR,PE Ratio (TTM),39.94 
2683,DLR,EPS (TTM),3.62 
2684,DLR,Earnings Date,"Jul 25, 2024 - Jul 29, 2024"
2685,DLR,Forward Dividend & Yield,4.88 (3.41%)
2686,DLR,Ex-Dividend Date,"Jun 14, 2024"
2687,DLR,1y Target Est,147.53 
2688,DFS,Previous Close,124.61 
2689,DFS,Open,124.81 
2690,DFS,Bid,--
2691,DFS,Ask,124.64 x 1000
2692,DFS,Day's Range,124.37 - 125.39 
2693,DFS,52 Week Range,79.04 - 131.65 
2694,DFS,Volume,"1,033,371 "
2695,DFS,Avg. Volume,"1,460,920 "
2696,DFS,Market Cap (intraday),31.37B 
2697,DFS,Beta (5Y Monthly),1.43
2698,DFS,PE Ratio (TTM),14.21 
2699,DFS,EPS (TTM),8.81 
2700,DFS,Earnings Date,"Jul 17, 2024 - Jul 22, 2024"
2701,DFS,Forward Dividend & Yield,2.80 (2.24%)
2702,DFS,Ex-Dividend Date,"May 22, 2024"
2703,DFS,1y Target Est,135.33 
2704,DG,Previous Close,141.55 
2705,DG,Open,140.72 
2706,DG,Bid,140.64 x 900
2707,DG,Ask,140.82 x 800
2708,DG,Day's Range,139.82 - 142.90 
2709,DG,52 Week Range,101.09 - 206.26 
2710,DG,Volume,"609,970 "
2711,DG,Avg. Volume,"2,332,733 "
2712,DG,Market Cap (intraday),30.986B 
2713,DG,Beta (5Y Monthly),0.44
2714,DG,PE Ratio (TTM),18.71 
2715,DG,EPS (TTM),7.54 
2716,DG,Earnings Date,"May 30, 2024"
2717,DG,Forward Dividend & Yield,2.36 (1.67%)
2718,DG,Ex-Dividend Date,"Apr 8, 2024"
2719,DG,1y Target Est,156.57 
2720,DLTR,Previous Close,113.77 
2721,DLTR,Open,113.51 
2722,DLTR,Bid,113.05 x 300
2723,DLTR,Ask,113.23 x 200
2724,DLTR,Day's Range,112.90 - 114.05 
2725,DLTR,52 Week Range,102.77 - 154.96 
2726,DLTR,Volume,"554,009 "
2727,DLTR,Avg. Volume,"2,959,208 "
2728,DLTR,Market Cap (intraday),24.692B 
2729,DLTR,Beta (5Y Monthly),0.92
2730,DLTR,PE Ratio (TTM),-- 
2731,DLTR,EPS (TTM),-4.55 
2732,DLTR,Earnings Date,"May 23, 2024 - May 27, 2024"
2733,DLTR,Forward Dividend & Yield,--
2734,DLTR,Ex-Dividend Date,--
2735,DLTR,1y Target Est,149.74 
2736,D,Previous Close,53.94 
2737,D,Open,53.76 
2738,D,Bid,53.15 x 800
2739,D,Ask,--
2740,D,Day's Range,53.41 - 53.91 
2741,D,52 Week Range,39.18 - 54.74 
2742,D,Volume,"4,183,998 "
2743,D,Avg. Volume,"5,269,964 "
2744,D,Market Cap (intraday),44.844B 
2745,D,Beta (5Y Monthly),0.58
2746,D,PE Ratio (TTM),23.16 
2747,D,EPS (TTM),2.31 
2748,D,Earnings Date,"Aug 2, 2024 - Aug 6, 2024"
2749,D,Forward Dividend & Yield,2.67 (4.99%)
2750,D,Ex-Dividend Date,"May 31, 2024"
2751,D,1y Target Est,52.05 
2752,DPZ,Previous Close,511.92 
